title,make,model,year,mileage_km,price_usd,fuel,gearbox,city,listing_date,url
Audi Q8 2020,Audi,Q8,2020,290000,44900,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_q8_39872236.html
Tesla Model 3 2018,Tesla,Model,2018,151000,15100,Електро,,Хмельницький,2026-06-16,https://auto.ria.com/uk/auto_tesla_model-3_39893438.html
Citroen C4 Cactus 2019,Citroen,C4,2019,78000,14929,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_citroen_c4-cactus_39752454.html
Kia Sportage 2023,Kia,Sportage,2023,177000,22500,Бензин,Автомат,Дрогобич,2026-06-16,https://auto.ria.com/uk/auto_kia_sportage_39614679.html
Lexus RX 2018,Lexus,RX,2018,164000,33000,Бензин,Автомат,Боярка,2026-06-16,https://auto.ria.com/uk/auto_lexus_rx_37036233.html
Volkswagen Touran 2014,Volkswagen,Touran,2014,180000,11999,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_touran_40031117.html
Volkswagen Passat 2014,Volkswagen,Passat,2014,273000,9900,Дизель,Ручна / Механіка,Дубно,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_39843259.html
Opel Astra 2009,Opel,Astra,2009,186000,6299,Бензин,Ручна / Механіка,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_opel_astra_40030998.html
Peugeot 5008 2011,Peugeot,5008,2011,260000,7590,Дизель,Робот,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_peugeot_5008_40019606.html
Skoda Octavia 2005,Skoda,Octavia,2005,292000,3990,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_skoda_octavia_40019760.html
Nissan X-Trail 2014,Nissan,X-Trail,2014,194000,12700,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_nissan_x-trail_40024244.html
Volkswagen Passat 2015,Volkswagen,Passat,2015,320000,12990,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_40029375.html
Ford Edge 2018,Ford,Edge,2018,68000,17490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_ford_edge_40021014.html
Dacia Logan 2008,Dacia,Logan,2008,113000,5490,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_dacia_logan_40021304.html
Porsche Cayenne 2010,Porsche,Cayenne,2010,162000,18490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_porsche_cayenne_40029080.html
Ford Focus 2018,Ford,Focus,2018,143000,8490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_ford_focus_40029456.html
Ford Fiesta 1996,Ford,Fiesta,1996,501000,1299,Бензин,Ручна / Механіка,Кам'янське (Дніпродзержинськ),2026-06-16,https://auto.ria.com/uk/auto_ford_fiesta_40030808.html
BMW X5 2008,BMW,X5,2008,344000,14000,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_bmw_x5_40030722.html
BMW XM 2023,BMW,XM,2023,36000,123000,Гібрид,Автомат,Одеса,2026-06-16,https://auto.ria.com/uk/auto_bmw_xm_39898105.html
BMW X5 M 2011,BMW,X5,2011,216000,22490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_bmw_x5-m_40030566.html
Audi Q5 2014,Audi,Q5,2014,163000,13990,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_audi_q5_39891694.html
Chery Tiggo 7 Pro 2021,Chery,Tiggo,2021,100000,14149,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_chery_tiggo-7-pro_40030591.html
Opel Meriva 2008,Opel,Meriva,2008,244000,3290,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_opel_meriva_39890769.html
BYD Song Plus 2024,BYD,Song,2024,12000,27890,Електро,,Київ,2026-06-16,https://auto.ria.com/uk/auto_byd_song-plus_40030599.html
Ford Escape 2017,Ford,Escape,2017,179000,10490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_ford_escape_39887776.html
Ford Kuga 2019,Ford,Kuga,2019,71000,17990,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_ford_kuga_39745990.html
Skoda Octavia 2015,Skoda,Octavia,2015,319000,10990,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_skoda_octavia_39745858.html
Ford Mondeo 2012,Ford,Mondeo,2012,350000,7290,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_ford_mondeo_39886968.html
Nissan Leaf 2015,Nissan,Leaf,2015,96000,7490,Електро,,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_nissan_leaf_39745572.html
Volkswagen Jetta 2013,Volkswagen,Jetta,2013,332000,6490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_jetta_39745456.html
Mercedes-Benz B-Class 2015,Mercedes-Benz,B-Class,2015,89000,9890,Електро,,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_mercedes-benz_b-class_39607459.html
Volkswagen Golf 2003,Volkswagen,Golf,2003,173000,3490,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_39751642.html
Toyota C-HR 2016,Toyota,C-HR,2016,137000,16590,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_toyota_c-hr_39484114.html
Ford Focus 2013,Ford,Focus,2013,224000,8350,Дизель,Ручна / Механіка,Трускавець,2026-06-16,https://auto.ria.com/uk/auto_ford_focus_39047585.html
Chevrolet Captiva 2010,Chevrolet,Captiva,2010,273000,8900,Бензин,Ручна / Механіка,Кременчук,2026-06-16,https://auto.ria.com/uk/auto_chevrolet_captiva_39892902.html
Infiniti QX70 2017,Infiniti,QX70,2017,135000,16400,Бензин,Автомат,Дніпро (Дніпропетровськ),2026-06-16,https://auto.ria.com/uk/auto_infiniti_qx70_39153820.html
Porsche Cayenne 2010,Porsche,Cayenne,2010,168000,19999,Бензин,Типтронік,Дніпро (Дніпропетровськ),2026-06-16,https://auto.ria.com/uk/auto_porsche_cayenne_40030225.html
Peugeot 3008 2019,Peugeot,3008,2019,92000,19831,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_peugeot_3008_40030186.html
Volkswagen Touareg 2017,Volkswagen,Touareg,2017,233000,26690,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_touareg_39892550.html
Skoda Fabia 2014,Skoda,Fabia,2014,272000,5490,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_skoda_fabia_39892458.html
Volkswagen Tiguan 2018,Volkswagen,Tiguan,2018,173000,17690,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_tiguan_39393593.html
ВАЗ / Lada 2110 2008,ВАЗ,/,2008,300000,1700,Бензин,Ручна / Механіка,Машівка,2026-06-16,https://auto.ria.com/uk/auto_vaz-lada_2110_40030174.html
Богдан 2110 2013,Богдан,2110,2013,178000,2000,Бензин,Ручна / Механіка,Машівка,2026-06-16,https://auto.ria.com/uk/auto_bogdan_2110_40030139.html
Audi Q7 2011,Audi,Q7,2011,240000,19990,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_audi_q7_40030045.html
ВАЗ / Lada 2170 Priora 2009,ВАЗ,/,2009,285000,2450,Бензин,Ручна / Механіка,Машівка,2026-06-16,https://auto.ria.com/uk/auto_vaz-lada_2170-priora_40030073.html
Audi A6 2016,Audi,A6,2016,189000,25999,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_a6_40029985.html
Infiniti QX50 2019,Infiniti,QX50,2019,175000,19950,Бензин,Варіатор,Київ,2026-06-16,https://auto.ria.com/uk/auto_infiniti_qx50_40030044.html
Tesla Model 3 2022,Tesla,Model,2022,80000,23300,Електро,,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_tesla_model-3_39924183.html
Mazda 3 2020,Mazda,3,2020,124000,14500,Бензин,Автомат,Кролевець,2026-06-16,https://auto.ria.com/uk/auto_mazda_3_39751211.html
Mitsubishi Outlander 2016,Mitsubishi,Outlander,2016,235000,14550,Дизель,Автомат,Золочів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_mitsubishi_outlander_39847058.html
Honda Accord 2018,Honda,Accord,2018,129000,16490,Бензин,Варіатор,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_honda_accord_39175631.html
SEAT Exeo 2012,SEAT,Exeo,2012,280000,8800,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_seat_exeo_38333274.html
Toyota RAV4 2021,Toyota,RAV4,2021,65000,27900,Гібрид,Варіатор,Одеса,2026-06-16,https://auto.ria.com/uk/auto_toyota_rav4_36104024.html
Mitsubishi Outlander 2015,Mitsubishi,Outlander,2015,181000,14950,Дизель,Автомат,Бердичів,2026-06-16,https://auto.ria.com/uk/auto_mitsubishi_outlander_40029624.html
Audi Q7 2016,Audi,Q7,2016,187000,25990,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_audi_q7_40029237.html
Chevrolet Bolt EV 2023,Chevrolet,Bolt,2023,4000,19950,Електро,,Івано-Франківськ,2026-06-16,https://auto.ria.com/uk/auto_chevrolet_bolt-ev_40029565.html
ЗАЗ Lanos 2011,ЗАЗ,Lanos,2011,370000,1940,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_zaz_lanos_39750984.html
Acura RDX 2020,Acura,RDX,2020,34000,32500,Бензин,Автомат,Одеса,2026-06-16,https://auto.ria.com/uk/auto_acura_rdx_36717755.html
Audi A3 2021,Audi,A3,2021,75000,22500,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_a3_40029451.html
Audi Q5 2015,Audi,Q5,2015,185000,14900,Бензин,Автомат,Ужгород,2026-06-16,https://auto.ria.com/uk/auto_audi_q5_39883394.html
Audi e-tron Sportback 2020,Audi,e-tron,2020,99000,33299,Електро,,Коломия,2026-06-16,https://auto.ria.com/uk/auto_audi_e-tron-sportback_40029410.html
Infiniti QX50 2018,Infiniti,QX50,2018,87000,18700,Бензин,Варіатор,Вінниця,2026-06-16,https://auto.ria.com/uk/auto_infiniti_qx50_39926177.html
Nissan Leaf 2014,Nissan,Leaf,2014,140000,7299,Електро,,Кам'янець-Подільський,2026-06-16,https://auto.ria.com/uk/auto_nissan_leaf_39393291.html
Jeep Patriot 2014,Jeep,Patriot,2014,229000,7200,Бензин,Автомат,Кременець,2026-06-16,https://auto.ria.com/uk/auto_jeep_patriot_39764026.html
Mitsubishi Lancer 2008,Mitsubishi,Lancer,2008,73000,9581,Бензин,Автомат,Київ,2026-06-25,https://auto.ria.com/uk/auto_mitsubishi_lancer_40029176.html
Land Rover Range Rover 2018,Land,Rover,2018,134000,55481,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_land-rover_range-rover_39881886.html
Infiniti QX55 2021,Infiniti,QX55,2021,100000,27900,Бензин,Варіатор,Одеса,2026-06-16,https://auto.ria.com/uk/auto_infiniti_qx55_39033379.html
Skoda Octavia 2021,Skoda,Octavia,2021,271000,17400,Дизель,Робот,Бердичів,2026-06-16,https://auto.ria.com/uk/auto_skoda_octavia_40029151.html
Mazda 6 2021,Mazda,6,2021,92000,18900,Бензин,Автомат,Черкаси,2026-06-16,https://auto.ria.com/uk/auto_mazda_6_39891150.html
Audi A8 2016,Audi,A8,2016,139000,24500,Бензин,Автомат,Благовіщенське (Ульяновка),2026-06-16,https://auto.ria.com/uk/auto_audi_a8_40020328.html
Volkswagen ID. UNYX 2024,Volkswagen,ID.,2024,1000,28888,Електро,,Шепетівка,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_id-unyx_39893239.html
Volvo XC90 2019,Volvo,XC90,2019,118000,37800,Гібрид,Автомат,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_volvo_xc90_40028963.html
BMW X7 2019,BMW,X7,2019,146000,62000,Дизель,Автомат,Одеса,2026-06-16,https://auto.ria.com/uk/auto_bmw_x7_39742117.html
Porsche Panamera 2017,Porsche,Panamera,2017,116000,55990,Гібрид,Робот,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_porsche_panamera_39891138.html
Chevrolet Aveo 2007,Chevrolet,Aveo,2007,147000,3250,Бензин,Ручна / Механіка,Івано-Франківськ,2026-06-16,https://auto.ria.com/uk/auto_chevrolet_aveo_40023814.html
Volkswagen Passat 2022,Volkswagen,Passat,2022,122000,19800,Дизель,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_39556957.html
Audi Q3 2017,Audi,Q3,2017,167000,13550,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_audi_q3_39556969.html
Lexus IS 2014,Lexus,IS,2014,184000,13999,Бензин,Автомат,Харків,2026-06-16,https://auto.ria.com/uk/auto_lexus_is_40028703.html
Volkswagen Golf 2008,Volkswagen,Golf,2008,250000,5800,Бензин,Типтронік,Мена,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_40028683.html
MINI Countryman 2019,MINI,Countryman,2019,105000,13650,Бензин,Автомат,Луцьк,2026-06-16,https://auto.ria.com/uk/auto_mini_countryman_40028612.html
Land Rover Range Rover Velar 2019,Land,Rover,2019,119000,23841,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_land-rover_range-rover-velar_40028523.html
Audi A4 2006,Audi,A4,2006,227000,7750,Бензин,Ручна / Механіка,Умань,2026-06-16,https://auto.ria.com/uk/auto_audi_a4_40028466.html
Lexus RX 2010,Lexus,RX,2010,211000,15700,Бензин,Автомат,Сміла,2026-06-16,https://auto.ria.com/uk/auto_lexus_rx_40028489.html
Audi Q7 2018,Audi,Q7,2018,149000,31900,Бензин,Автомат,Чернівці (Чернівецька),2026-06-16,https://auto.ria.com/uk/auto_audi_q7_39031152.html
Audi Q8 2023,Audi,Q8,2023,49000,77986,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_q8_39872702.html
Audi A7 Sportback 2014,Audi,A7,2014,180000,19300,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_a7-sportback_40028379.html
Audi A4 2014,Audi,A4,2014,189000,10600,Бензин,Автомат,Львів (Львівська),2026-06-22,https://auto.ria.com/uk/auto_audi_a4_39888024.html
Volkswagen Golf Plus 2013,Volkswagen,Golf,2013,227000,9100,Бензин,Ручна / Механіка,Ходорів,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf-plus_39756081.html
Volkswagen Passat 2004,Volkswagen,Passat,2004,173000,2590,Бензин,Автомат,Львів (Львівська),2026-06-21,https://auto.ria.com/uk/auto_volkswagen_passat_39890602.html
Hyundai Santa FE 2016,Hyundai,Santa,2016,201000,16500,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_hyundai_santa-fe_39741028.html
Audi A4 2013,Audi,A4,2013,190000,8990,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_audi_a4_40028245.html
BMW X5 2015,BMW,X5,2015,199000,21200,Бензин,Автомат,Березне,2026-06-16,https://auto.ria.com/uk/auto_bmw_x5_39891113.html
Acura TLX 2020,Acura,TLX,2020,88000,18300,Бензин,Автомат,Івано-Франківськ,2026-06-16,https://auto.ria.com/uk/auto_acura_tlx_39396410.html
Honda CR-V 2008,Honda,CR-V,2008,156000,11029,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_honda_cr-v_40028135.html
Audi A4 2014,Audi,A4,2014,218000,14500,Дизель,Автомат,Радехів,2026-06-16,https://auto.ria.com/uk/auto_audi_a4_39738706.html
Audi A4 2020,Audi,A4,2020,23000,34900,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_a4_39167237.html
Nissan Micra 2006,Nissan,Micra,2006,134000,5900,Бензин,Автомат,Миргород,2026-06-16,https://auto.ria.com/uk/auto_nissan_micra_39965198.html
Volkswagen Golf 2001,Volkswagen,Golf,2001,238000,3950,Бензин,Ручна / Механіка,Тернопіль,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_40028008.html
Volkswagen Touareg 2020,Volkswagen,Touareg,2020,206000,45900,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_touareg_40028036.html
Audi RS7 Sportback 2021,Audi,RS7,2021,39000,82000,Гібрид,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_rs7-sportback_39745565.html
Volvo XC60 2016,Volvo,XC60,2016,117000,19999,Дизель,Автомат,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_volvo_xc60_39623898.html
Mazda CX-3 2017,Mazda,CX-3,2017,141000,16300,Бензин,Автомат,Дніпро (Дніпропетровськ),2026-06-16,https://auto.ria.com/uk/auto_mazda_cx-3_39889169.html
Audi A4 2017,Audi,A4,2017,121000,19000,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_a4_39330256.html
Audi Q7 2019,Audi,Q7,2019,233000,23500,Бензин,Автомат,Фастів,2026-06-16,https://auto.ria.com/uk/auto_audi_q7_39375133.html
BMW 5 Series 2008,BMW,5,2008,296000,7999,Бензин,Типтронік,Кам'янець-Подільський,2026-06-16,https://auto.ria.com/uk/auto_bmw_5-series_39890465.html
Jeep Cherokee 2019,Jeep,Cherokee,2019,185000,13700,Бензин,Автомат,Лубни,2026-06-16,https://auto.ria.com/uk/auto_jeep_cherokee_39744282.html
Audi SQ7 2023,Audi,SQ7,2023,17000,83000,Бензин,Типтронік,Київ,2026-06-16,https://auto.ria.com/uk/auto_audi_sq7_39330568.html
BMW X5 2015,BMW,X5,2015,200000,21500,Бензин,Автомат,Полтава,2026-06-16,https://auto.ria.com/uk/auto_bmw_x5_39886001.html
Ford Focus 2009,Ford,Focus,2009,282000,5300,Бензин,Ручна / Механіка,Бровари,2026-06-16,https://auto.ria.com/uk/auto_ford_focus_39682108.html
Skoda Fabia 2011,Skoda,Fabia,2011,315000,3650,Бензин,Ручна / Механіка,Київ,2026-06-16,https://auto.ria.com/uk/auto_skoda_fabia_39890331.html
Peugeot 308 2019,Peugeot,308,2019,168000,10950,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_peugeot_308_38756608.html
Volvo XC60 2018,Volvo,XC60,2018,111000,35700,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_volvo_xc60_40027692.html
BMW M4 2024,BMW,M4,2024,21000,110000,Бензин,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_bmw_m4_39310280.html
Skoda Superb 2015,Skoda,Superb,2015,265000,14000,Дизель,Автомат,Шостка,2026-06-16,https://auto.ria.com/uk/auto_skoda_superb_39413423.html
Ford Focus 2016,Ford,Focus,2016,110000,10300,Бензин,Ручна / Механіка,Полтава,2026-06-16,https://auto.ria.com/uk/auto_ford_focus_40027588.html
Kia EV6 2022,Kia,EV6,2022,135000,24500,Електро,,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_kia_ev6_40027545.html
BMW X5 2013,BMW,X5,2013,229000,17600,Дизель,Автомат,Ніжин,2026-06-16,https://auto.ria.com/uk/auto_bmw_x5_39599553.html
Volkswagen Eos 2007,Volkswagen,Eos,2007,299000,4999,Дизель,Автомат,Одеса,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_eos_40027484.html
Mercedes-Benz EQC 2020,Mercedes-Benz,EQC,2020,252000,33999,Електро,,Броди (Львівська),2026-06-16,https://auto.ria.com/uk/auto_mercedes-benz_eqc_38988567.html
Volkswagen Passat 2011,Volkswagen,Passat,2011,368000,8900,Дизель,Ручна / Механіка,Трускавець,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_39940413.html
Kia Optima 2014,Kia,Optima,2014,130000,12500,Гібрид,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_kia_optima_40027388.html
Mercedes-Benz Vito 2006,Mercedes-Benz,Vito,2006,361000,10300,Дизель,Ручна / Механіка,Дніпро (Дніпропетровськ),2026-06-16,https://auto.ria.com/uk/auto_mercedes-benz_vito_40027351.html
Ford C-Max 2016,Ford,C-Max,2016,166000,13200,Гібрид,Варіатор,Одеса,2026-06-16,https://auto.ria.com/uk/auto_ford_c-max_39752152.html
Volkswagen Golf 2007,Volkswagen,Golf,2007,313000,5199,Бензин,Ручна / Механіка,Гоща,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_38901006.html
Skoda Octavia 2008,Skoda,Octavia,2008,202000,6650,Бензин,Ручна / Механіка,Полтава,2026-06-16,https://auto.ria.com/uk/auto_skoda_octavia_40017778.html
Ford Edge 2019,Ford,Edge,2019,100000,16990,Бензин,Автомат,Борщів,2026-06-16,https://auto.ria.com/uk/auto_ford_edge_40027077.html
Volkswagen Passat 2013,Volkswagen,Passat,2013,188000,12500,Дизель,Автомат,Шепетівка,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_40026983.html
Volkswagen Golf 2008,Volkswagen,Golf,2008,228000,5100,Бензин,Ручна / Механіка,Тернопіль,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_golf_40026941.html
Volkswagen Passat 2015,Volkswagen,Passat,2015,151000,9490,Бензин,Автомат,Львів (Львівська),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_passat_39481989.html
Volkswagen Atlas 2017,Volkswagen,Atlas,2017,127000,24400,Електро,Автомат,Вінниця,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_atlas_39887834.html
Volkswagen ID.3 2020,Volkswagen,ID.3,2020,146000,14900,Електро,,Кам'янське (Дніпродзержинськ),2026-06-16,https://auto.ria.com/uk/auto_volkswagen_id-3_40026853.html
BMW 5 Series 2017,BMW,5,2017,175000,28300,Дизель,Автомат,Мукачево,2026-06-15,https://auto.ria.com/uk/auto_bmw_5-series_39471104.html
Daewoo Nubira 1998,Daewoo,Nubira,1998,350000,1000,Бензин,Ручна / Механіка,Черкаси,2026-06-15,https://auto.ria.com/uk/auto_daewoo_nubira_40026716.html
Hyundai Trajet 2004,Hyundai,Trajet,2004,250000,2600,Дизель,Ручна / Механіка,Первомайськ (Миколаївська),2026-06-15,https://auto.ria.com/uk/auto_hyundai_trajet_40026709.html
Audi S3 2017,Audi,S3,2017,99000,19990,Бензин,Автомат,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_audi_s3_39609753.html
Mercedes-Benz GL-Class 2012,Mercedes-Benz,GL-Class,2012,176000,18290,Дизель,Автомат,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_mercedes-benz_gl-class_39609945.html
Volkswagen Beetle 2016,Volkswagen,Beetle,2016,90000,12490,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_beetle_40026550.html
BMW X5 2018,BMW,X5,2018,111000,44444,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_bmw_x5_39889888.html
Ford Fusion 2008,Ford,Fusion,2008,197000,7900,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_ford_fusion_39818242.html
Tesla Model Y 2022,Tesla,Model,2022,35000,23900,Електро,,Хмельницький,2026-06-15,https://auto.ria.com/uk/auto_tesla_model-y_40026400.html
Opel Astra 2012,Opel,Astra,2012,162000,5905,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_opel_astra_39747546.html
Fiat 500X 2015,Fiat,500X,2015,106000,10300,Бензин,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_fiat_500x_38881439.html
Infiniti QX80 2018,Infiniti,QX80,2018,110000,34314,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_infiniti_qx80_39907394.html
Renault Scenic 2014,Renault,Scenic,2014,230000,10700,Дизель,Автомат,Харків,2026-06-15,https://auto.ria.com/uk/auto_renault_scenic_39384304.html
Porsche Cayenne 2019,Porsche,Cayenne,2019,114000,54900,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_porsche_cayenne_39746638.html
Audi e-tron 2021,Audi,e-tron,2021,87000,34490,Електро,,Львів (Львівська),2026-06-04,https://auto.ria.com/uk/auto_audi_e-tron_39747197.html
Jaguar XF 2016,Jaguar,XF,2016,177000,14372,Дизель,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_jaguar_xf_39747087.html
Hyundai Santa FE 2010,Hyundai,Santa,2010,189000,11111,Дизель,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_hyundai_santa-fe_39612194.html
Toyota Corolla Cross 2023,Toyota,Corolla,2023,65000,15900,Бензин,Автомат,Рівне (Рівненська),2026-06-15,https://auto.ria.com/uk/auto_toyota_corolla-cross_39463407.html
Mazda CX-5 2021,Mazda,CX-5,2021,65000,22999,Бензин,Автомат,Дніпро (Дніпропетровськ),2026-06-15,https://auto.ria.com/uk/auto_mazda_cx-5_39677823.html
Volkswagen Tiguan 2017,Volkswagen,Tiguan,2017,188000,14500,Бензин,Автомат,Буча,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_tiguan_40025849.html
Jaguar F-Pace 2016,Jaguar,F-Pace,2016,136000,16377,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_jaguar_f-pace_39746849.html
Ford Focus 2013,Ford,Focus,2013,275000,8500,Дизель,Ручна / Механіка,Київ,2026-06-15,https://auto.ria.com/uk/auto_ford_focus_39606055.html
Opel Astra 2005,Opel,Astra,2005,286000,4700,Бензин,Ручна / Механіка,Надвірна,2026-06-15,https://auto.ria.com/uk/auto_opel_astra_39178561.html
Peugeot 206 2002,Peugeot,206,2002,250000,3500,Бензин,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_peugeot_206_39506742.html
Audi Q7 2017,Audi,Q7,2017,130000,25990,Бензин,Автомат,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_audi_q7_39887909.html
BMW X5 2015,BMW,X5,2015,360000,19990,Бензин,Автомат,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_bmw_x5_39887774.html
Volkswagen Golf 2006,Volkswagen,Golf,2006,155000,5900,Бензин,Ручна / Механіка,Харків,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_golf_40025317.html
Volkswagen Passat 2008,Volkswagen,Passat,2008,258000,5500,Бензин,Ручна / Механіка,Миргород,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_passat_40025183.html
Skoda Fabia 2016,Skoda,Fabia,2016,202000,6350,Бензин,Ручна / Механіка,Київ,2026-06-15,https://auto.ria.com/uk/auto_skoda_fabia_40025150.html
BMW 5 Series 2012,BMW,5,2012,250000,14999,Бензин,Автомат,Ковель,2026-06-15,https://auto.ria.com/uk/auto_bmw_5-series_39727355.html
Volkswagen Golf 2020,Volkswagen,Golf,2020,250000,16900,Дизель,Ручна / Механіка,Дніпро (Дніпропетровськ),2026-06-15,https://auto.ria.com/uk/auto_volkswagen_golf_39370165.html
Hyundai Kona 2020,Hyundai,Kona,2020,87000,15999,Електро,,Вінниця,2026-06-15,https://auto.ria.com/uk/auto_hyundai_kona_40024909.html
